Kod wewnętrzny,Nazwa,Kod roboczy,Przyjęto,Sprzedaż,Suma,Brutto,Zwrócono,koszt-jednostka,koszt-przyjęcie,20%,Uszkodzenia - Przyjęcie,Uszkodzenia - Zwrot,source_file,source_sheet,source_sheet_clean,report_date_raw,spot_id_raw,load_timestamp,30%,Paczki 2,Paczki 1
,Produkt CAT12-X-1-2,CAT12-X-1-2,4,0,0,0.0,0,3.76,15.04,0,0,0,10.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,10.03.26,11,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-2-2,CAT10-X-2-2,3,0,0,0.0,0,3.99,11.97,0,0,0,10.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,10.03.26,11,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-3-2,CAT01-X-3-2,4,0,0,0.0,0,6.18,24.72,0,0,0,10.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,10.03.26,11,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT22-1-1,CAT22-1-1,0,0,0,0.0,2,3.7,0.0,0,0,0,10.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,10.03.26,11,2026-04-20 17:42:40.332431,0.0,0.0,
C3E5G7F6I9,Produkt CAT03-2-2 C3E5G7F6I9,CAT03-2-2,1,1,1,10.42,0,5.25,5.25,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0I9A1F6,Produkt CAT01-3-2 C3J0I9A1F6,CAT01-3-2,3,3,3,79.09,0,10.29,30.87,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2A1G7,Produkt CAT07-1-1 D4A1B2A1G7,CAT07-1-1,0,0,2,18.53,0,5.67,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,1.0,
C3F6J0J0F6,Produkt CAT01-2-2 C3F6J0J0F6,CAT01-2-2,2,1,2,32.7,0,4.5,9.0,1,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0A1B2J0,Produkt CAT13-3-2 C3J0A1B2J0,CAT13-3-2,2,2,2,14.39,0,2.51,5.02,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3G7A1D4E5,Produkt CAT01-1-2 C3G7A1D4E5,CAT01-1-2,2,2,2,52.8,0,7.83,15.66,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1A1J0J0,Produkt CAT03-1-2 D4A1A1J0J0,CAT03-1-2,1,1,1,12.44,0,6.54,6.54,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Dodatek 09,DODATEK-09,2,2,2,2.55,0,0.68,1.36,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3C3I9A1H8,Produkt CAT13-2-2 C3C3I9A1H8,CAT13-2-2,2,2,2,21.04,0,1.75,3.5,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3I9I9J0I9,Produkt CAT14-2 C3I9I9J0I9,CAT14-2,0,3,3,17.27,0,2.3,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3G7A1D4G7,Produkt CAT09-1-1 C3G7A1D4G7,CAT09-1-1,0,0,1,12.63,0,3.23,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,0.0,
C3G7B2A1F6,Dodatek 01,DODATEK-01,0,1,1,8.45,0,2.68,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
J0D4G7F6,Produkt CAT04-2-2 J0D4G7F6,CAT04-2-2,1,1,1,10.45,0,4.95,4.95,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1C3,Produkt CAT05-1 C3A1G7A1C3,CAT05-1,2,1,1,14.35,0,7.14,14.28,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1A1,Produkt CAT05-3 C3A1G7A1A1,CAT05-3,1,1,1,15.2,0,5.4,5.4,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0C3A1,Produkt CAT15-3 C3H8J0C3A1,CAT15-3,2,2,2,43.23,0,4.18,8.36,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3G7A1D4E5,Produkt CAT01-1-1 C3G7A1D4E5,CAT01-1-1,0,0,1,13.72,0,3.17,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,0.0,
C3J0D4H8F6,Produkt CAT15-1 C3J0D4H8F6,CAT15-1,1,1,1,22.28,0,4.47,4.47,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0C3B2G7,Produkt CAT14-1 C3J0C3B2G7,CAT14-1,0,3,3,13.49,0,2.14,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2A1G7,Produkt CAT07-1-2 D4A1B2A1G7,CAT07-1-2,2,2,2,36.91,0,7.16,14.32,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,0,2,2,18.82,0,1.44,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2C3G7,Produkt CAT14-3 D4A1B2C3G7,CAT14-3,0,1,1,6.47,0,1.75,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3D4B2C3G7,Produkt CAT06-1-2 C3D4B2C3G7,CAT06-1-2,2,2,2,27.23,0,7.5,15.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,0,2,2,22.01,0,4.08,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3E5C3B2I9,Produkt CAT16-1 C3E5C3B2I9,CAT16-1,0,2,2,17.57,0,1.83,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3C3I9A1H8,Produkt CAT13-2-1 C3C3I9A1H8,CAT13-2-1,0,1,1,9.62,0,1.8,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0B2J0,Produkt CAT15-4 C3H8J0B2J0,CAT15-4,2,2,2,43.32,0,2.39,4.78,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0C3C3,Produkt CAT15-2 C3H8J0C3C3,CAT15-2,3,1,1,16.28,0,4.21,12.63,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Dodatek 08,DODATEK-08,1,1,1,1.16,0,0.22,0.22,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3I9I9C3A1,Produkt CAT02-1-2 C3I9I9C3A1,CAT02-1-2,3,1,1,26.73,0,2.35,7.05,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3D4B2C3G7,Produkt CAT06-1-1 C3D4B2C3G7,CAT06-1-1,0,0,1,3.52,0,1.6,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,1.0,
B2I9B2E5G7,Produkt CAT04-1-1 B2I9B2E5G7,CAT04-1-1,0,0,1,4.37,0,3.53,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,1.0,
C3E5I9G7D4,Dodatek 02,DODATEK-02,0,0,0,0.0,0,4.17,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3E5I9H8H8,Dodatek 03,DODATEK-03,0,0,0,0.0,0,4.64,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0F6I9,Produkt CAT13-1-2 C3H8J0F6I9,CAT13-1-2,2,0,0,0.0,0,2.07,4.14,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1B2,Produkt CAT05-2 C3A1G7A1B2,CAT05-2,1,0,0,0.0,0,7.79,7.79,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-1-2,CAT10-X-1-2,2,2,2,29.23,0,3.98,7.96,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-4-2,CAT01-X-4-2,3,3,3,79.68,0,5.05,15.15,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-3-1,CAT01-X-3-1,0,0,1,14.1,1,6.19,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,0.0,
,Produkt CAT22-1-1,CAT22-1-1,0,0,4,65.14,0,3.7,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,4.0,0.0,
,Produkt CAT13-X-3-2,CAT13-X-3-2,3,2,2,21.93,0,1.47,4.41,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT21-1-2,CAT21-1-2,4,3,3,47.34,0,6.77,27.08,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT11-X-3-1,CAT11-X-3-1,0,0,2,16.01,0,4.16,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,1.0,
,Produkt CAT21-1-1,CAT21-1-1,0,0,1,17.33,0,5.56,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,1.0,0.0,
,Produkt CAT01-X-3-2,CAT01-X-3-2,2,2,2,47.37,0,6.18,12.36,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-1-2,CAT01-X-1-2,3,3,3,47.2,0,7.03,21.09,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-2-2,CAT01-X-2-2,2,2,2,33.29,0,5.62,11.24,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT11-X-2-2,CAT11-X-2-2,3,3,3,54.1,0,4.28,12.84,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT13-X-1-2,CAT13-X-1-2,2,1,1,10.8,0,1.71,3.42,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT22-1-2,CAT22-1-2,5,5,5,120.1,0,3.3,16.5,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT23-1-2,CAT23-1-2,5,4,4,74.76,0,3.79,18.95,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT13-X-2-2,CAT13-X-2-2,2,1,1,7.64,0,1.4,2.8,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT12-X-1-2,CAT12-X-1-2,3,2,2,22.5,0,3.76,11.28,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-4-2,CAT10-X-4-2,2,1,1,14.16,0,4.21,8.42,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT23-1-2,C-CAT23-1-2,0,1,1,19.23,0,,,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-3-2,CAT10-X-3-2,5,1,1,13.79,0,3.95,19.75,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT06-X-1-1,CAT06-X-1-1,0,0,3,8.77,0,4.36,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,3.0,
,Produkt CAT13-X-3-1,CAT13-X-3-1,0,0,5,15.23,0,1.82,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,5.0,
,Produkt CAT11-X-2-1,CAT11-X-2-1,0,0,2,7.27,0,3.67,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,2.0,
,Produkt CAT10-X-1-1,CAT10-X-1-1,0,0,1,3.87,0,3.8,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,1.0,
,Produkt CAT11-X-1-1,CAT11-X-1-1,0,0,1,3.54,0,3.91,0.0,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,1.0,
,Produkt CAT11-X-1-2,CAT11-X-1-2,3,0,0,0.0,0,4.05,12.15,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-2-2,CAT10-X-2-2,2,0,0,0.0,0,3.99,7.98,0,0,0,10.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,10.03.26,16,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2C3G7,Produkt CAT14-3 D4A1B2C3G7,CAT14-3,0,3,3,11.34,0,1.75,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0C3C3,Produkt CAT15-2 C3H8J0C3C3,CAT15-2,2,2,2,38.12,0,4.21,8.42,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1C3,Produkt CAT05-1 C3A1G7A1C3,CAT05-1,1,1,1,16.1,0,7.14,7.14,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0I9A1F6,Produkt CAT01-3-2 C3J0I9A1F6,CAT01-3-2,5,1,3,46.93,0,10.29,51.45,2,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1A1,Produkt CAT05-3 C3A1G7A1A1,CAT05-3,2,2,2,31.5,0,5.4,10.8,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3I9I9C3A1,Produkt CAT02-1-2 C3I9I9C3A1,CAT02-1-2,2,2,2,39.17,0,2.35,4.7,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0C3B2G7,Produkt CAT14-1 C3J0C3B2G7,CAT14-1,0,4,4,15.02,0,2.14,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0D4H8F6,Produkt CAT15-1 C3J0D4H8F6,CAT15-1,2,2,2,44.66,0,4.47,8.94,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
J0D4G7F6,Produkt CAT04-2-2 J0D4G7F6,CAT04-2-2,2,1,2,33.07,0,4.95,9.9,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Dodatek 08,DODATEK-08,17,17,17,21.88,0,0.22,3.74,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3F6J0J0F6,Produkt CAT01-2-2 C3F6J0J0F6,CAT01-2-2,8,5,5,109.53,0,4.5,36.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3I9I9J0I9,Produkt CAT14-2 C3I9I9J0I9,CAT14-2,0,1,1,7.22,0,2.3,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3E5G7F6I9,Produkt CAT03-2-2 C3E5G7F6I9,CAT03-2-2,3,2,3,37.69,0,5.25,15.75,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3C3I9A1H8,Produkt CAT13-2-2 C3C3I9A1H8,CAT13-2-2,2,2,2,15.67,0,1.75,3.5,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0C3A1,Produkt CAT15-3 C3H8J0C3A1,CAT15-3,3,3,3,47.56,0,4.18,12.54,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0B2B2G7,Produkt CAT16-2 C3J0B2B2G7,CAT16-2,0,2,2,23.9,0,1.05,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1A1J0J0,Produkt CAT03-1-2 D4A1A1J0J0,CAT03-1-2,3,0,3,36.32,0,6.54,19.62,3,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0A1B2J0,Produkt CAT13-3-2 C3J0A1B2J0,CAT13-3-2,3,1,3,26.67,0,2.51,7.53,2,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3F6J0J0F6,Produkt CAT01-2-2 C3F6J0J0F6,C-CAT01-2-2,0,0,3,56.16,0,,,3,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3D4B2C3G7,Produkt CAT06-1-1 C3D4B2C3G7,CAT06-1-1,0,1,1,10.21,0,1.6,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3D4B2C3G7,Produkt CAT06-1-2 C3D4B2C3G7,CAT06-1-2,2,2,2,20.35,0,7.5,15.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3J0I9A1F6,Produkt CAT01-3-2 C3J0I9A1F6,C-CAT01-3-2,0,1,2,42.89,0,,,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1B2,Produkt CAT05-2 C3A1G7A1B2,C-CAT05-2,0,0,1,13.24,0,,,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2A1G7,Produkt CAT07-1-2 D4A1B2A1G7,CAT07-1-2,2,0,1,12.71,0,7.16,14.32,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
B2I9B2E5G7,Produkt CAT04-1-1 B2I9B2E5G7,CAT04-1-1,0,0,1,15.99,0,3.53,0.0,1,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0B2J0,Produkt CAT15-4 C3H8J0B2J0,CAT15-4,3,3,3,48.56,0,2.39,7.17,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Dodatek 12,DODATEK-12,1,1,1,2.14,0,0.55,0.55,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3G7A1D4E5,Produkt CAT01-1-2 C3G7A1D4E5,CAT01-1-2,2,2,2,37.7,0,7.83,15.66,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Dodatek 09,DODATEK-09,1,1,1,0.9,0,0.68,0.68,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
D4A1B2A1G7,Produkt CAT07-1-1 D4A1B2A1G7,CAT07-1-1,0,0,1,4.46,0,5.67,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,1.0,
C3E5I9G7D4,Dodatek 02,DODATEK-02,0,0,0,0.0,0,4.17,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3E5I9H8H8,Dodatek 03,DODATEK-03,0,0,0,0.0,0,4.64,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3H8J0F6I9,Produkt CAT13-1-2 C3H8J0F6I9,CAT13-1-2,2,0,0,0.0,0,2.07,4.14,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
C3A1G7A1B2,Produkt CAT05-2 C3A1G7A1B2,CAT05-2,1,0,0,0.0,0,7.79,7.79,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT13-1-1,CAT13-1-1,0,0,0,0.0,1,1.32,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-2-2,CAT10-X-2-2,2,1,1,13.13,0,3.99,7.98,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT10-X-2-1,CAT10-X-2-1,0,0,1,9.95,0,4.57,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,1.0,0.0,
,Produkt CAT01-X-3-1,CAT01-X-3-1,0,0,3,56.39,0,6.19,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,3.0,0.0,
,Produkt CAT21-1-2,CAT21-1-2,2,2,2,53.81,0,6.77,13.54,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT01-X-2-2,CAT01-X-2-2,2,2,2,36.74,0,5.62,11.24,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
,Produkt CAT11-X-3-1,CAT11-X-3-1,0,1,1,17.87,0,4.16,0.0,0,0,0,10.03.26.xlsx,Sklep numer 21 #21,Sklep numer 21#21,10.03.26,21,2026-04-20 17:42:40.332431,0.0,0.0,
